timestamp,count
2025-10-29T06:57:06.988807,12,10.458774127084565
2025-10-29T06:57:12.681117,14,12.201903148265325
2025-10-29T06:57:19.853523,10,8.715645105903803
2025-10-29T06:57:28.254320,1,0.8715645105903804
2025-10-29T06:57:36.240525,1,0.8715645105903804
2025-10-29T06:57:43.306955,1,0.8715645105903804
2025-10-29T06:57:48.416612,0,0.0
2025-10-29T06:57:53.508223,0,0.0
2025-10-29T06:57:58.648250,0,0.0
2025-10-29T06:58:03.959720,0,0.0
2025-10-29T06:58:08.974684,0,0.0
2025-10-29T06:59:13.233977,0,0.0
2025-10-29T06:59:57.830945,0,0.0
2025-10-29T07:00:02.892872,0,0.0
2025-10-29T07:00:08.921542,1,0.8715645105903804
2025-10-29T07:00:15.085284,16,13.945032169446087
2025-10-29T07:00:20.777857,18,15.688161190626847
